Standard ID,Standard Description,Skill Name,Skill Description,Source,Relationship
6.NS.B.2,Fluently divide multi-digit numbers using the standard algorithm.,Multi-digit Division using the Standard Algorithm,N/A,Khan Academy content - Multi-digit division,exact match
6.NS.B.2,Fluently divide multi-digit numbers using the standard algorithm.,Solving Word Problems Involving Multi-Digit Division,N/A,IXL Content - Divide whole numbers: word problems,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Adding Decimal Numbers,N/A,IXL Content - H.1 Add and subtract decimal numbers,subset
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Subtracting Decimal Numbers,N/A,IXL Content - H.1 Add and subtract decimal numbers,subset
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Adding Decimals (Thousandths),N/A,Khan Academy content - Adding decimals: thousandths,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Subtracting Decimals (Thousandths),N/A,Khan Academy content - Subtracting decimals: thousandths,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Estimating Sums and Differences of Decimals,N/A,IXL Content - H.5 Estimate sums and differences of decimals,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Adding and Subtracting Decimals: Word Problems,N/A,IXL Content - H.2 Add and subtract decimals: word problems,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Completing Decimal Addition or Subtraction Sentences,N/A,IXL Content - H.4 Complete the decimal addition or subtraction sentence,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Multiplying Decimals (Place Value Understanding),N/A,Khan Academy content - Decimal multiplication place value,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Estimating Products of Decimal Numbers,N/A,IXL Content - I.1 Estimate products of decimal numbers,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Multiplying Decimals (Standard Algorithm),N/A,IXL Content - I.3 Multiply decimals,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Multiplying Decimals like 0.847 x 3.54 (Standard Algorithm),N/A,Khan Academy content - Multiplying decimals like 0.847x3.54 (standard algorithm),exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Dividing Decimals by Whole Numbers,N/A,IXL Content - I.5 Divide decimals by whole numbers,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Dividing Whole Numbers to Get a Decimal,N/A,Khan Academy content - Divide whole numbers to get a decimal,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Dividing Decimals (Hundredths),N/A,Khan Academy content - Dividing decimals: hundredths,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Dividing Decimals (Thousandths),N/A,Khan Academy content - Dividing decimals: thousandths,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Estimating Decimal Quotients,N/A,IXL Content - I.8 Estimate decimal quotients,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Division with Decimal Divisors,N/A,IXL Content - I.9 Division with decimal divisors,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Multiplying and Dividing Decimals by Powers of Ten,N/A,IXL Content - I.7 Multiply and divide decimals by powers of ten,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Solving Word Problems Involving Addition and Subtraction of Decimals,N/A,Khan Academy content - Adding & subtracting decimals word problems,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Solving Word Problems Involving Division of Decimals by Whole Numbers,N/A,IXL Content - I.6 Divide decimals by whole numbers: word problems,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Solving Word Problems Involving Mixed Operations with Decimals,N/A,IXL Content - I.11 Multiply and divide decimals: word problems,exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.","Adding, Subtracting, Multiplying, or Dividing Two Decimals",N/A,"IXL Content - J.1 Add, subtract, multiply, or divide two decimals",exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Solving Word Problems with Mixed Operations on Decimals,N/A,"IXL Content - J.2 Add, subtract, multiply, or divide two decimals: word problems",exact match
6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",Evaluating Numerical Expressions Involving Decimals,N/A,IXL Content - J.3 Evaluate numerical expressions involving decimals,exact match
6.NS.B.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1â€“100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,Identifying Prime and Composite Numbers,N/A,IXL Content - F.1 Prime or composite,exact match
6.NS.B.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1â€“100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,Identifying Factors of a Number,N/A,IXL Content - F.2 Identify factors,exact match
6.NS.B.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1â€“100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,Finding All Factor Pairs of a Number,N/A,IXL Content - F.3 Find all the factor pairs of a number,exact match
6.NS.B.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1â€“100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,Prime Factorization,N/A,IXL Content - F.4 Prime factorization,exact match
6.NS.B.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1â€“100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,Prime Factorization with Exponents,N/A,IXL Content - F.5 Prime factorization with exponents,exact match
6.NS.B.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1â€“100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,Finding the Greatest Common Factor (GCF) of Two Numbers,N/A,IXL Content - F.6 Greatest common factor,exact match
6.NS.B.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1â€“100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,Finding the Greatest Common Factor (GCF) of Three or Four Numbers,N/A,IXL Content - F.7 Greatest common factor of three or four numbers,subset
6.NS.B.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1â€“100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,Finding the Least Common Multiple (LCM) of Two Numbers,N/A,IXL Content - F.8 Least common multiple,exact match
6.NS.B.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1â€“100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,Finding the Least Common Multiple (LCM) of Three or Four Numbers,N/A,IXL Content - F.9 Least common multiple of three or four numbers,subset
6.NS.B.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1â€“100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,Solving Word Problems Involving GCF and LCM,N/A,IXL Content - F.10 GCF and LCM: word problems,exact match
6.NS.B.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1â€“100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,"Using the Distributive Property to Express Sums (e.g., 36 + 8 = 4(9 + 2))",N/A,IXL Content - F.11 Sort factors of numerical expressions,subset
6.NS.C.5,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values; use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.",Exploring Positive and Negative Numbers in Context (Temperature and Elevation),N/A,EngageNY Lessons - Lesson 1: Positive and Negative Numbers,exact match
6.NS.C.5,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values; use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.","Interpreting Negative Numbers in Real-World Contexts (e.g., money, temperature)",N/A,Khan Academy content - Interpreting negative numbers,exact match
6.NS.C.5,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values; use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.",Using Negative Numbers to Make Sense of Contexts,N/A,EngageNY Lessons - Lesson 5: Using Negative Numbers to Make Sense of Contexts,exact match
6.NS.C.5,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values; use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.",Understanding Integers,N/A,IXL Content - O.1 Understanding integers,exact match
6.NS.C.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,Plotting Positive and Negative Integars  on a Number Line,N/A,EngageNY Lessons - Lesson 2: Points on the Number Line,exact match
6.NS.C.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,Graphing Integers on Horizontal and Vertical Number Lines,N/A,IXL Content - O.3 Graph integers on horizontal and vertical number lines,exact match
6.NS.C.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,Representing Negative Numbers on the Number Line,N/A,Khan Academy content - Negative numbers on the number line,exact match
6.NS.C.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,Representing Negative Fractions on the Number Line,N/A,Khan Academy content - Negative fractions on the number line,exact match
6.NS.C.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,Representing Negative Decimals on the Number Line,N/A,Khan Academy content - Negative decimals on the number line,exact match
6.NS.C.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,Placing Rational Numbers on Number Lines,N/A,IXL Content - Q.1 Rational numbers on number lines,exact match
6.NS.C.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,Finding Missing Numbers on the Number Line,N/A,Khan Academy content - Missing numbers on the number line,exact match
6.NS.C.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,Finding and Plotting Pairs of Rational Numbers on a 4-Quadrant Coordinate Plane,N/A,EngageNY Lessons - Lesson 11: Points on the Coordinate Plane,exact match
6.NS.C.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,Graphing Points on a Coordinate Plane,N/A,IXL Content - R.3 Graph points on a coordinate plane,exact match
6.NS.C.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,Describing the Coordinate Plane,N/A,IXL Content - R.1 Describe the coordinate plane,exact match
6.NS.C.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,Identifying Objects on a Coordinate Plane,N/A,IXL Content - R.2 Objects on a coordinate plane,exact match
6.NS.C.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,Understanding Quadrants on the Coordinate Plane,N/A,IXL Content - R.4 Quadrants,exact match
6.NS.C.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,Choosing Appropriate Scales for Coordinate Plane Axes,N/A,EngageNY Lessons - Lesson 12: Constructing the Coordinate Plane,exact match
6.NS.C.6.a,"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., â€“(â€“3) = 3, and that 0 is its own opposite.",Understanding Opposites of Numbers,N/A,EngageNY Lessons - Lesson 2: Points on the Number Line,subset
6.NS.C.6.a,"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., â€“(â€“3) = 3, and that 0 is its own opposite.",Understanding Opposite Integers,N/A,IXL Content - O.4 Understanding opposite integers,exact match
6.NS.C.6.a,"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., â€“(â€“3) = 3, and that 0 is its own opposite.",Understanding the Negative Symbol as Opposite,N/A,Khan Academy content - Negative symbol as opposite,exact match
6.NS.C.6.a,"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., â€“(â€“3) = 3, and that 0 is its own opposite.",Understanding Opposites of Rational Numbers,N/A,IXL Content - Q.7 Opposites of rational numbers,exact match
6.NS.C.6.b,"Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes.",Reflecting a Point Over an Axis on the Coordinate Plane,N/A,IXL Content - R.5 Reflect a point over an axis,exact match
6.NS.C.6.c,Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.,Plotting Integers on Number Lines,N/A,IXL Content - O.2 Integers on number lines,exact match
6.NS.C.7,Understand ordering and absolute value of rational numbers.,Comparing Positive and Negative Numbers using Inequalities,N/A,EngageNY Lessons - Lesson 3: Comparing Positive and Negative Numbers,exact match
6.NS.C.7,Understand ordering and absolute value of rational numbers.,Comparing Integers,N/A,IXL Content - O.7 Compare integers,exact match
6.NS.C.7,Understand ordering and absolute value of rational numbers.,Ordering Integers,N/A,IXL Content - O.8 Put integers in order,exact match
6.NS.C.7,Understand ordering and absolute value of rational numbers.,Comparing and Ordering Rational Numbers,N/A,EngageNY Lessons - Lesson 4: Ordering Rational Numbers,exact match
6.NS.C.7,Understand ordering and absolute value of rational numbers.,Comparing Rational Numbers,N/A,IXL Content - Q.4 Compare rational numbers,exact match
6.NS.C.7,Understand ordering and absolute value of rational numbers.,Putting Rational Numbers in Order,N/A,IXL Content - Q.5 Put rational numbers in order,exact match
6.NS.C.7,Understand ordering and absolute value of rational numbers.,Understanding Absolute Value as Distance from Zero,N/A,EngageNY Lessons - Lesson 6: Absolute Value of Numbers,exact match
6.NS.C.7,Understand ordering and absolute value of rational numbers.,Understanding Absolute Value of Rational Numbers,N/A,IXL Content - Q.8 Absolute value of rational numbers,exact match
6.NS.C.7,Understand ordering and absolute value of rational numbers.,Calculating Absolute Value,N/A,IXL Content - O.6 Absolute value,exact match
6.NS.C.7,Understand ordering and absolute value of rational numbers.,Comparing Absolute Values,N/A,Khan Academy content - Comparing absolute values challenge,exact match
6.NS.C.7,Understand ordering and absolute value of rational numbers.,Comparing and Ordering Absolute Values,N/A,Khan Academy content - Compare and order absolute values,exact match
6.NS.C.7,Understand ordering and absolute value of rational numbers.,Interpreting Absolute Value,N/A,Khan Academy content - Interpreting absolute value,exact match
6.NS.C.7.a,Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram.,Comparing Rational Numbers using a Number Line,N/A,IXL Content - Q.3 Compare and order rational numbers using number lines,exact match
6.NS.C.7.a,Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram.,Ordering Small Negative Numbers,N/A,Khan Academy content - Ordering small negative numbers,exact match
6.NS.C.7.b,"Write, interpret, and explain statements of order for rational numbers in real-world contexts.",Writing Numerical Inequalities,N/A,Khan Academy content - Writing numerical inequalities,exact match
6.NS.C.7.b,"Write, interpret, and explain statements of order for rational numbers in real-world contexts.",Comparing and Ordering Rational Numbers: Word Problems,N/A,IXL Content - Q.6 Compare and order rational numbers: word problems,exact match
6.NS.C.7.c,Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation.,Understanding Absolute Value,N/A,IXL Content - O.5 Understanding absolute value,exact match
6.NS.C.7.c,Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation.,Finding Absolute Values,N/A,Khan Academy content - Finding absolute values,exact match
6.NS.C.7.c,Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation.,Meaning of Absolute Value,N/A,Khan Academy content - Meaning of absolute value,exact match
6.NS.C.7.c,Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation.,Solving Absolute Value and Integers: Word Problems,N/A,IXL Content - O.10 Absolute value and integers: word problems,exact match
6.NS.C.7.d,Distinguish comparisons of absolute value from statements about order.,Understanding Integer Inequalities with Absolute Values,N/A,IXL Content - O.9 Integer inequalities with absolute values,exact match
6.NS.C.8,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.,Interpreting Points on a Coordinate Plane to Solve Real-World Problems,N/A,EngageNY Lessons - Lesson 13: Interpreting Points on a Coordinate Plane,exact match
6.NS.C.8,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.,Finding Distances Between Points with Same First or Second Coordinate,N/A,EngageNY Lessons - Lesson 14: Distances on a Coordinate Plane,exact match
6.NS.C.8,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.,Using Coordinates and Absolute Value to Find Distances (Vertical or Horizontal),N/A,Khan Academy content - Distance between points: vertical or horizontal,exact match
6.NS.C.8,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.,Plotting Points to Make Polygons on the Coordinate Plane,N/A,EngageNY Lessons - Lesson 15: Shapes on the Coordinate Plane,exact match
6.NS.C.8,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.,Following Directions on a Coordinate Plane,N/A,IXL Content - R.8 Follow directions on a coordinate plane,exact match
6.NS.C.8,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.,Solving Coordinate Plane Problems in All Four Quadrants,N/A,Khan Academy content - Coordinate plane problems in all four quadrants,exact match
6.RP.A.1,Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities.,Introducing Ratios and Ratio Language,N/A,EngageNY Content - Lesson 1: Introducing Ratios and Ratio Language,exact match
6.RP.A.1,Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities.,Writing Ratios using a Colon,N/A,IXL Content - S.1 Write a ratio using a colon,exact match
6.RP.A.1,Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities.,Writing Ratios using a Fraction,N/A,IXL Content - S.2 Write a ratio using a fraction,exact match
6.RP.A.1,Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities.,Writing a Ratio (general),N/A,IXL Content - S.New! Write a ratio,exact match
6.RP.A.1,Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities.,Writing a Part-to-Part Ratio,N/A,IXL Content - S.New! Write a part-to-part ratio,exact match
6.RP.A.1,Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities.,Basic Ratios (Introduction),N/A,Khan Academy content - Basic ratios,exact match
6.RP.A.1,Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities.,Writing Ratios: Word Problems,N/A,IXL Content - S.3 Write a ratio: word problems,exact match
6.RP.A.1,Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities.,Understanding Part-Part-Whole Ratios,N/A,Khan Academy content - Part-part-whole ratios,exact match
6.RP.A.1,Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities.,Identifying Models that Represent a Ratio,N/A,IXL Content - S.4 Which model represents the ratio?,exact match
6.RP.A.2,"Understand the concept of a unit rate a/b associated with a ratio a:b with b &ne; 0, and use rate language in the context of a ratio relationship.",Understanding Unit Rates,N/A,Khan Academy content - Unit rates,exact match
6.RP.A.2,"Understand the concept of a unit rate a/b associated with a ratio a:b with b &ne; 0, and use rate language in the context of a ratio relationship.",Calculating Unit Rates,N/A,IXL Content - S.9 Unit rates,exact match
6.RP.A.2,"Understand the concept of a unit rate a/b associated with a ratio a:b with b &ne; 0, and use rate language in the context of a ratio relationship.",Solving Rates: Word Problems,N/A,IXL Content - S.10 Rates: word problems,exact match
6.RP.A.2,"Understand the concept of a unit rate a/b associated with a ratio a:b with b &ne; 0, and use rate language in the context of a ratio relationship.",Solving Rate Problems (general),N/A,Khan Academy content - Rate problems,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Defining Equivalent Ratios,N/A,EngageNY Content - Lesson 5: Defining Equivalent Ratios,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Identifying Equivalent Ratios,N/A,IXL Content - S.5 Identify equivalent ratios,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Writing Equivalent Ratios,N/A,IXL Content - S.6 Write an equivalent ratio,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Understanding Equivalent Ratios in the Real World,N/A,Khan Academy content - Understand equivalent ratios in the real world,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Understanding Equivalent Ratios with Equal Groups,N/A,Khan Academy content - Equivalent ratios with equal groups,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Representing Ratios with Tape Diagrams,N/A,EngageNY Content - Lesson 2: Representing Ratios with Diagrams,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Using Tape Diagrams to Solve Ratio Word Problems,N/A,IXL Content - S.13 Use tape diagrams to solve ratio word problems,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Introducing Double Number Line Diagrams for Ratios,N/A,EngageNY Content - Lesson 6: Introducing Double Number Line Diagrams,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Creating Double Number Lines for Equivalent Ratios,N/A,EngageNY Content - Lesson 7: Creating Double Number Line Diagrams,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Solving Problems with Ratios using Double Number Lines,N/A,Khan Academy content - Ratios with double number lines,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Representing Ratios with Tables,N/A,EngageNY Content - Lesson 11: Representing Ratios with Tables,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Completing Ratio Tables,N/A,IXL Content - S.7 Ratio tables,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Navigating a Table of Equivalent Ratios to Find Rate per 1,N/A,EngageNY Content - Lesson 12: Navigating a Table of Equivalent Ratios,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Relating Double Number Lines and Ratio Tables,N/A,Khan Academy content - Relate double number lines and ratio tables,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Comparing Double Number Lines and Tables Representing the Same Situation,N/A,EngageNY Content - Lesson 13: Tables and Double Number Line Diagrams,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Solving Equivalent Ratio Word Problems,N/A,IXL Content - S.8 Equivalent ratios: word problems,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Using Equivalent Ratios to Find Unit Prices (How Much for One?),N/A,EngageNY Content - Lesson 8: How Much for One?,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Using Ratios and Diagrams to Understand Constant Speed,N/A,EngageNY Content - Lesson 9: Constant Speed,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.","Calculating Speed, Distance, or Time: Word Problems",N/A,"IXL Content - S.11 Calculate speed, distance, or time: word problems",exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Comparing Situations by Examining Ratios (Same Rate),N/A,EngageNY Content - Lesson 10: Comparing Situations by Examining Ratios,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Comparing Rates,N/A,Khan Academy content - Comparing rates,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Comparing Rates: Word Problems,N/A,IXL Content - S.15 Compare rates: word problems,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Graphing Ratios and Rates from a Table,N/A,IXL Content - S.12 Ratios and rates: complete a table and make a graph,exact match
