Standard ID,Standard Description,Skill Name,Skill Description,Source,Relationship
8.EE.C.7,Solve linear equations in one variable.,Complete solutions to multi-step equations,Fill in missing steps in the solution process of multi-step linear equations.,IXL Content - Solve multi-step equations: complete the solution,Exact match (IXL)
8.EE.C.7,Solve linear equations in one variable.,Equation practice with angle addition,"Given the sum of a pair of angle measures and the algebraic expressions that represent them, form and solve an equation. Includes complementary, supplementary, and other adjacent angles.",Khan Academy Content â€“ Equation practice with angle addition,Exact match (Khan Academy)
8.EE.C.7,Solve linear equations in one variable.,Equation practice with midpoints,"Given information about the distance of a segment's midpoint from its endpoints, form and solve an equation in order to find the length of the segment.",Khan Academy Content â€“ Equation practice with midpoints,Exact match (Khan Academy)
8.EE.C.7,Solve linear equations in one variable.,Equation practice with segment addition,"Given an information about the lengths of line segments, form and solve an equation in order to find the lengths of the segments.",Khan Academy Content â€“ Equation practice with segment addition,Exact match (Khan Academy)
8.EE.C.7,Solve linear equations in one variable.,Equation practice with vertical angles,"Given algebraic expressions that represent a pair of two vertical angles, form and solve an equation.",Khan Academy Content â€“ Equation practice with vertical angles,Exact match (Khan Academy)
8.EE.C.7,Solve linear equations in one variable.,Graph from linear standard form,Find the graph of a linear equation given in standard form.,Khan Academy Content â€“ Graph from linear standard form,Exact match (Khan Academy)
8.EE.C.7,Solve linear equations in one variable.,Intercepts from an equation,Solve linear equations for the x-intercept and y-intercept,Khan Academy Content â€“ Intercepts from an equation,Exact match (Khan Academy)
8.EE.C.7,Solve linear equations in one variable.,Slope-intercept from two points,Practice finding the equation of a line passing through two points.,Khan Academy Content â€“ Slope-intercept from two points,Exact match (Khan Academy)
8.EE.C.7,Solve linear equations in one variable.,Sums of consecutive integers,Practice finding the nth number in a sequence of consecutive numbers based on the sum.,Khan Academy Content â€“ Sums of consecutive integers,Exact match (Khan Academy)
8.EE.C.7.a,"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form $x = a$, $a = a$, or $a = b$ results (where $a$ and $b$ are different numbers).",Number of solutions to equations,"Practice telling whether an equation has one, zero, or infinite solutions. For example, how many solutions does the equation 8(3x+10)=28x-14-4x have?",Khan Academy Content â€“ Number of solutions to equations,Exact match (Khan Academy)
8.EE.C.7.a,"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form $x = a$, $a = a$, or $a = b$ results (where $a$ and $b$ are different numbers).",Find the number of solutions,"Analyze linear equations to determine if they have one solution, no solutions, or infinitely many solutions.","IXL Content - Find the number of solutions, EngageNY Lesson 7: All, Some, or No Solutions, EngageNY Lesson 8: How Many Solutions?","Exact match (IXL), Exact match (EngageNY)"
8.EE.C.7.a,"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form $x = a$, $a = a$, or $a = b$ results (where $a$ and $b$ are different numbers).",Number of solutions to equations challenge,"Given a linear equation with missing values, determine appropriate values in order to have one, zero, or infinite solutions. For example, complete the equation -11x + 4 = __x + __ so that it has no solutions.",Khan Academy Content â€“ Number of solutions to equations challenge,Exact match (Khan Academy)
8.EE.C.7.a,"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form $x = a$, $a = a$, or $a = b$ results (where $a$ and $b$ are different numbers).",Create equations with no solutions or infinitely many solutions,Construct linear equations that result in no solution or infinitely many solutions by manipulating coefficients and constants.,IXL Content - Create equations with no solutions or infinitely many solutions,Exact match (IXL)
8.EE.C.7.b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",Equation practice with angle addition,"Given the sum of a pair of angle measures and the algebraic expressions that represent them, form and solve an equation. Includes complementary, supplementary, and other adjacent angles.",Khan Academy Content â€“ Equation practice with angle addition,Exact match (Khan Academy)
8.EE.C.7.b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",Equation practice with midpoints,"Given information about the distance of a segment's midpoint from its endpoints, form and solve an equation in order to find the length of the segment.",Khan Academy Content â€“ Equation practice with midpoints,Exact match (Khan Academy)
8.EE.C.7.b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",Equation practice with segment addition,"Given an information about the lengths of line segments, form and solve an equation in order to find the lengths of the segments.",Khan Academy Content â€“ Equation practice with segment addition,Exact match (Khan Academy)
8.EE.C.7.b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",Equation practice with vertical angles,"Given algebraic expressions that represent a pair of two vertical angles, form and solve an equation.",Khan Academy Content â€“ Equation practice with vertical angles,Exact match (Khan Academy)
8.EE.C.7.b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",Equations with parentheses,Practice solving equations with parentheses using the distributive property.,Khan Academy Content â€“ Equations with parentheses,Exact match (Khan Academy)
8.EE.C.7.b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",Equations with parentheses: decimals & fractions,Solve linear equations that contain expressions with parentheses and the coefficients are rational numbers.,Khan Academy Content â€“ Equations with parentheses: decimals & fractions,Exact match (Khan Academy)
8.EE.C.7.b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",Equations with variables on both sides,"Practice solving one-variable equations like 20 - 7x = 6x - 6, where the variable appears on both sides of the equals sign.",Khan Academy Content â€“ Equations with variables on both sides,Exact match (Khan Academy)
8.EE.C.7.b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",Equations with variables on both sides: decimals & fractions,Solve linear equations where the variable appears on both sides of the equation and the coefficients are decimals or fractions.,Khan Academy Content â€“ Equations with variables on both sides: decimals & fractions,Exact match (Khan Academy)
8.EE.C.7.b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",Intercepts from an equation,Solve linear equations for the x-intercept and y-intercept,Khan Academy Content â€“ Intercepts from an equation,Exact match (Khan Academy)
8.EE.C.7.b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",Slope-intercept from two points,Practice finding the equation of a line passing through two points.,Khan Academy Content â€“ Slope-intercept from two points,Exact match (Khan Academy)
8.EE.C.7.b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",Sums of consecutive integers,Practice finding the nth number in a sequence of consecutive numbers based on the sum.,Khan Academy Content â€“ Sums of consecutive integers,Exact match (Khan Academy)
8.EE.C.8,Analyze and solve pairs of simultaneous linear equations.,Solve systems using any method,"Choose and apply the most appropriate method (graphing, substitution, or elimination) to solve a system of linear equations.",IXL Content - Solve a system of equations using any method,Exact match (IXL)
8.EE.C.8,Analyze and solve pairs of simultaneous linear equations.,Solve systems using any method: word problems,Solve word problems by modeling them into a system of equations and solving them using any method.,IXL Content - Solve a system of equations using any method: word problems,Exact match (IXL)
8.EE.C.8,Analyze and solve pairs of simultaneous linear equations.,Classify a system of equations by graphing,Classify systems of equations as consistent/inconsistent and dependent/independent based on their graphs.,IXL Content - Classify a system of equations by graphing,Exact match (IXL)
8.EE.C.8,Analyze and solve pairs of simultaneous linear equations.,Classify a system of equations,Classify systems of equations as consistent/inconsistent and dependent/independent using algebraic analysis.,IXL Content - Classify a system of equations,Exact match (IXL)
8.EE.C.8.a,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously.",Verify solutions to systems of equations,Verify whether a given pair of values for x and y is a solution to a system of equations.,"IXL Content - Is (x, y) a solution to the system of equations?, Khan Academy Content â€“ Solutions of systems of equations","Exact match (IXL), Exact match (Khan Academy)"
8.EE.C.8.a,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously.",Solve systems of equations with graphing,"Graph a system of equations in slope-intercept or standard form, and find their solution using the graphs.","IXL Content - Solve a system of equations by graphing, Khan Academy Content â€“ Systems of equations with graphing, EngageNY Lesson 12: Systems of Equations","Exact match (IXL), Exact match (Khan Academy), Exact match (EngageNY)"
8.EE.C.8.a,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously.",Number of solutions to a system graphically,Determine the number of solutions of a given system of equations by considering its graph.,"IXL Content - Find the number of solutions to a system of equations by graphing, Khan Academy Content â€“ Number of solutions to a system of equations graphically","Exact match (IXL), Exact match (Khan Academy)"
8.EE.C.8.a,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously.",Number of solutions to a system algebraically,Determine the number of solutions of a given system of equations by considering its algebraic solution process.,"IXL Content - Find the number of solutions to a system of equations, Khan Academy Content â€“ Number of solutions to a system of equations algebraically, EngageNY Lesson 13: Solving Systems of Equations","Exact match (IXL), Exact match (Khan Academy), Exact match (EngageNY)"
8.EE.C.8.a,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously.",Interpret points relative to a system,Practice interpreting what different points mean in context in a system of linear equations.,"Khan Academy Content â€“ Interpret points relative to a system, EngageNY Lesson 10: On or Off the Line?, EngageNY Lesson 11: On Both of the Lines","Exact match (Khan Academy), Exact match (EngageNY)"
8.EE.C.8.a,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously.",Understand solution as point of intersection,"Comprehend that the solution to a system of two linear equations is the point where their graphs intersect, as this point satisfies both equations simultaneously.",EngageNY Lesson 12: Systems of Equations,Exact match (EngageNY)
8.EE.C.8.b,"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection.",Solve systems using substitution,Solve systems of linear equations by solving one equation for a variable and substituting that expression into the other equation.,"IXL Content - Solve a system of equations using substitution, Khan Academy Content â€“ Systems of equations with substitution, EngageNY Lesson 14: Solving More Systems","Exact match (IXL), Exact match (Khan Academy), Exact match (EngageNY)"
8.EE.C.8.b,"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection.",Solve systems using elimination,Solve systems of linear equations by adding or subtracting equations to eliminate one variable.,IXL Content - Solve a system of equations using elimination,Exact match (IXL)
8.EE.C.8.b,"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection.",Solve systems algebraically,Solve systems of two linear equations in two variables using algebraic methods (substitution or elimination).,EngageNY Lesson 12: Systems of Equations,Exact match (EngageNY)
8.EE.C.8.b,"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection.",Estimate solutions by graphing,Graph linear equations and estimate the point of intersection to approximate the solution to a system.,"IXL Content - Solve a system of equations by graphing, EngageNY Lesson 11: On Both of the Lines","Exact match (IXL), Implicit (EngageNY)"
8.EE.C.8.b,"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection.",Solve simple cases by inspection,Identify solutions to systems of equations in simple cases by visually examining the equations or their graphs without complex calculations.,"Implicit in standard, potentially supported by EngageNY Lesson 10: On or Off the Line?","Implicit (Standard), Implicit (EngageNY)"
8.EE.C.8.c,Solve real-world and mathematical problems leading to two linear equations in two variables.,Solve age word problems with systems,Solve word problems specifically involving ages by setting up and solving a system of equations.,Khan Academy Content â€“ Age word problems,Exact match (Khan Academy)
8.EE.C.8.c,Solve real-world and mathematical problems leading to two linear equations in two variables.,Solve systems of equations word problems,Solve word problems by modeling them into a system of equations and solving it.,"Khan Academy Content â€“ Systems of equations word problems, EngageNY Lesson 15: Writing Systems of Equations, EngageNY Lesson 16: Solving Problems with Systems of Equations","Exact match (Khan Academy), Exact match (EngageNY)"
8.EE.C.8.c,Solve real-world and mathematical problems leading to two linear equations in two variables.,Write systems of equations from word problems,Translate real-world problems into a system of two linear equations in two variables.,"IXL Content - Solve a system of equations by graphing: word problems (Implicit), IXL Content - Solve a system of equations using substitution: word problems (Implicit), IXL Content - Solve a system of equations using elimination: word problems (Implicit), IXL Content - Solve a system of equations using any method: word problems (Implicit), EngageNY Lesson 15: Writing Systems of Equations","Implicit (IXL), Exact match (EngageNY)"
8.EE.C.8.c,Solve real-world and mathematical problems leading to two linear equations in two variables.,Solve systems by substitution: word problems,Solve word problems by setting up a system of linear equations and solving it using the substitution method.,IXL Content - Solve a system of equations using substitution: word problems,Exact match (IXL)
8.EE.C.8.c,Solve real-world and mathematical problems leading to two linear equations in two variables.,Solve systems by elimination: word problems,Solve word problems by setting up a system of linear equations and solving it using the elimination method.,IXL Content - Solve a system of equations using elimination: word problems,Exact match (IXL)
8.EE.C.8.c,Solve real-world and mathematical problems leading to two linear equations in two variables.,Solve systems by graphing: word problems,Graphically solve systems of linear equations derived from real-world word problems.,IXL Content - Solve a system of equations by graphing: word problems,Exact match (IXL)
8.F.A.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.,"Identify functions from relations (tables, graphs, and sets of ordered pairs)","Determine whether a given relation (represented as a table of values, a graph, or a set of ordered pairs) represents a function by checking if each input has exactly one output.","Khan Academy Content - Recognize functions from tables, Khan Academy Content - Recognize functions from graphs, IXL Content - Identify functions, IXL Content - Identify functions: graphs",Superset (combines KA and IXL skills)
8.F.A.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.,Identify independent and dependent variables,Identify the independent and dependent variables in a given relationship or function.,IXL Content - Identify independent and dependent variables,Exact match
8.F.A.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.,Evaluate functions from equations,"Evaluate functions for specific inputs given the formula of the function, written using function notation.",Khan Academy Content - Evaluate functions,Exact match
8.F.A.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.,Evaluate functions from graphs,Evaluate functions for specific inputs given the graph of the function.,"Khan Academy Content - Evaluate functions from their graph, Khan Academy Content - Evaluate function expressions, IXL Content - Find values using function graphs",Exact match
8.F.A.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.,Find inputs for a given function output from equations,"Find all the inputs that correspond to a given function output, using the function's formula.",Khan Academy Content - Function inputs & outputs: equation,Exact match
8.F.A.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.,Complete tables for a function graph,"Given the graph of a function, complete a table of values that represent points on the function.",IXL Content - Complete a table for a function graph,Exact match
8.F.A.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.,Determine the domain and range of a function from a graph,"Given the graph of a function, determine its domain or range.","Khan Academy Content - Domain and range from graph, IXL Content - Domain and range of functions",Exact match
8.F.A.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.,Determine the domain of a function from a word problem,Use information about a situation to figure out the domain of the function which models it.,Khan Academy Content - Function domain word problems,Exact match
8.F.A.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.,Determine if an ordered pair is a solution to a two-variable equation,Determine which ordered pairs are solutions to two-variable equations.,"Khan Academy Content - Solutions to 2-variable equations, IXL Content - Is (x, y) a solution to the linear equation?",Exact match
8.F.A.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.,Complete solutions to two-variable equations,"Given the x or y value of a two-variable equation solution, find the value for the other variable in the solution.",Khan Academy Content - Complete solutions to 2-variable equations,Exact match
8.F.A.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.,Create function rules from two-variable equations,Create functions that match one variable to the other in a two-variable equation.,Khan Academy Content - Function rules from equations,Exact match
8.F.A.2,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions).",Compare linear functions represented in different ways,"Compare features (e.g., slope, y-intercept, rate of change) of two linear functions when they are represented in different forms (algebraically, graphically, numerically in tables, or by verbal descriptions).","Khan Academy Content - Compare linear functions, IXL Content - Compare linear functions: graphs and equations, IXL Content - Compare linear functions: tables, graphs, and equations",Superset (combines KA and IXL skills)
8.F.A.2,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions).",Compare linear functions in word problems,"Compare features of two real-world relationships that can be modeled by linear functions, where the functions are represented in different ways.",Khan Academy Content - Comparing linear functions word problems,Exact match
8.F.A.3,"Interpret the equation $y = mx + b$ as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",Identify linear and nonlinear functions from equations,Determine if a relationship represented by an equation is linear or nonlinear.,IXL Content - Identify linear and nonlinear functions: graphs and equations,Subset (focuses on equations)
8.F.A.3,"Interpret the equation $y = mx + b$ as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",Identify linear and nonlinear functions from tables,Determine if a relationship represented by a table of values is linear or nonlinear.,IXL Content - Identify linear and nonlinear functions: tables,Exact match
8.F.A.3,"Interpret the equation $y = mx + b$ as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",Identify linear and nonlinear functions from graphs,Determine if a relationship represented by a graph is linear or nonlinear.,"Khan Academy Content - Linear & nonlinear functions, IXL Content - Identify linear and nonlinear functions: graphs and equations",Exact match
8.F.A.3,"Interpret the equation $y = mx + b$ as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",Understand slope-intercept form ($y=mx+b$),"Practice basic understanding of slope-intercept form for linear equations, including identifying the slope and y-intercept from the equation.","Khan Academy Content - Slope-intercept intro, IXL Content - Slope-intercept form: find the slope and y-intercept",Exact match
8.F.A.3,"Interpret the equation $y = mx + b$ as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",Graph a line from an equation in slope-intercept form,"Practice drawing the graph of a line given in slope-intercept form (e.g., graph $y = 3x + 2$).","Khan Academy Content - Graph from slope-intercept form, IXL Content - Graph a line from an equation in slope-intercept form",Exact match
8.F.A.3,"Interpret the equation $y = mx + b$ as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",Graph a line from an equation in standard form,Find the graph of a linear equation given in standard form.,"Khan Academy Content - Graph from linear standard form, IXL Content - Graph a line from an equation in standard form",Exact match
8.F.A.3,"Interpret the equation $y = mx + b$ as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",Graph a line from an equation in point-slope form,Graph a line from an equation in point-slope form.,IXL Content - Graph a line from an equation in point-slope form,Exact match
8.F.A.3,"Interpret the equation $y = mx + b$ as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",Graph horizontal and vertical lines,Graph horizontal and vertical lines given their equations.,IXL Content - Graph a horizontal or vertical line,Exact match
8.F.A.3,"Interpret the equation $y = mx + b$ as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",Write equations of horizontal and vertical lines,Write the equations of horizontal and vertical lines given their graphs or descriptions.,IXL Content - Equations of horizontal and vertical lines,Exact match
8.F.A.3,"Interpret the equation $y = mx + b$ as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",Find intercepts from a graph,Look at the graph of an equation to find x-intercepts and y-intercepts.,Khan Academy Content - Intercepts from a graph,Exact match
8.F.A.3,"Interpret the equation $y = mx + b$ as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",Find intercepts from a table,Find the intercepts of a line given a table of values.,Khan Academy Content - Intercepts from a table,Exact match
8.F.A.3,"Interpret the equation $y = mx + b$ as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",Find intercepts from an equation,Solve linear equations for the x-intercept and y-intercept.,Khan Academy Content - Intercepts from an equation,Exact match
8.F.A.3,"Interpret the equation $y = mx + b$ as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",Solve problems involving linear equations in various forms,"Apply understanding of different forms of linear equations (slope-intercept, standard, point-slope) to solve problems.",Khan Academy Content - Linear equations in any form,Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Find the slope from a graph,Find the slope of a line on the coordinate plane.,"Khan Academy Content - Slope from graph, IXL Content - Find the slope from a graph",Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Find the slope from two points,Find the slope of the line that goes through the two points that are given.,"Khan Academy Content - Slope from two points, IXL Content - Find the slope from two points",Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Find the slope from a table,Practice finding the slope for a linear relationship in a table of values.,"Khan Academy Content - Slope in a table, IXL Content - Find the slope from a table",Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Find the slope from an equation,"Find the slopes of lines whose equations are given in various forms (e.g., find the slope of $2x+3y=5$).",Khan Academy Content - Slope from equation,Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Find a missing coordinate using slope,Find a missing coordinate of a point on a line given the slope and another point.,IXL Content - Find a missing coordinate using slope,Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Graph a line using slope and a point,Graph a line using its slope and a given point.,IXL Content - Graph a line using slope,Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Write a linear equation from a graph,Practice finding the slope-intercept equation of a line from its graph.,"Khan Academy Content - Slope-intercept equation from graph, IXL Content - Write a linear equation from a graph",Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Write a linear equation from two points,Practice finding the equation of a line passing through two points.,"Khan Academy Content - Slope-intercept from two points, IXL Content - Write a linear equation from two points",Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Write a linear equation from a slope and y-intercept,Write a linear equation given its slope and y-intercept.,IXL Content - Write a linear equation from a slope and y-intercept,Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Write a linear equation from a slope and a point,Write a linear equation given its slope and a point it passes through.,IXL Content - Write a linear equation from a slope and a point,Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Convert a linear equation in standard form to slope-intercept form,Convert a linear equation from standard form to slope-intercept form.,IXL Content - Convert a linear equation in standard form to slope-intercept form,Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Interpret the slope and y-intercept of a linear function in context,Interpret the meaning of the slope (rate of change) and y-intercept (initial value) of a linear function in terms of the situation it models.,"Khan Academy Content - Relating linear contexts to graph features, IXL Content - Interpret the slope and y-intercept of a linear function",Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Write linear functions from word problems,Find a linear function that represents a real-world relationship that is given verbally.,"Khan Academy Content - Writing linear functions word problems, IXL Content - Write linear functions: word problems",Exact match
8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two ($x, y$) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Evaluate linear functions from word problems,Evaluate linear functions for specific inputs in the context of real-world word problems.,IXL Content - Evaluate a linear function: word problems,Exact match
8.F.B.5,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally.","Interpret graphs of functions (increasing/decreasing, linear/nonlinear)","Interpret the graphs of both linear and nonlinear functions, describing where the function is increasing, decreasing, constant, or identifying if it's linear or nonlinear.","Khan Academy Content - Interpreting graphs of functions, IXL Content - Rate of change: graphs",Superset (combines KA and IXL content for graphical analysis)
8.F.B.5,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally.",Identify relative maxima and minima from graphs,"Given the graph of a function, find all of its relative maximum and minimum points.",Khan Academy Content - Relative maxima and minima,Exact match
8.F.B.5,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally.",Sketch a graph from a verbal description of a function,Sketch a graph that exhibits the qualitative features of a function that has been described verbally.,IXL Content - Identify graphs: word problems,Exact match (as this skill often involves sketching based on understanding)
8.SP.A.1,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.",Construct scatter plots by plotting points,Practice plotting points to construct a scatter plot.,"Khan Academy Content - Constructing scatter plots, IXL Content - Create scatter plots, EngageNY - Lesson No. 2 Plotting Data",Exact match
8.SP.A.1,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.",Make appropriate scatter plots (axes and scale),"Create scatter plots with the independent variable on the x-axis and the dependent variable on the y-axis, using a reasonable scale for both axes to make the data easy to read.",Khan Academy Content - Making appropriate scatter plots,Exact match
8.SP.A.1,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.",Interpret points in a scatter plot,Interpret the meaning of individual points on a scatter plot in terms of the real-world quantities they represent.,EngageNY - Lesson No. 3 What a Point in a Scatter Plot Means,Exact match
